title,date,text
"Donald J. Trump: Proclamation 9611—Peace Officers Memorial Day and Police Week, 2017",2017-05-15,"During Peace Officers Memorial Day and Police Week, we honor the men and women of law enforcement who have been killed or disabled in the course of serving our communities. Police officers are the thin blue line whose sacrifices protect and serve us every day, and we pledge to support them as they risk their lives to safeguard ours.  Last year, 118 officers died in the line of duty, and of those, 66 were victims of malicious attacks. These attacks increased by nearly 40 percent from 2015. This must end. That is why one of my first actions was to direct the Department of Justice to develop a strategy to better prevent and prosecute crimes of violence against our Federal, State, tribal, and local law enforcement officers.  In addition, my Administration will continue to further the efforts of the Department of Justice to improve the lives of law enforcement officers and their families. This includes supporting the Officer Safety and Wellness Group, which improves officer safety on the job, and accelerating the processing of benefits through the Public Safety Officers' Benefits Program, which provides vital resources to the families of fallen officers.  Our liberties depend on the rule of law, and that means supporting the incredible men and women of law enforcement. By a joint resolution approved October 1, 1962, as amended (76 Stat. 676), and by Public Law 103-322, as amended (36 U.S.C. 136 and 137), the President has been authorized and requested to designate May 15 of each year as ""Peace Officers Memorial Day"" and the week in which it falls as ""Police Week.""  Now, Therefore, I, Donald J. Trump, President of the United States of America, do hereby proclaim May 15, 2017, as Peace Officers Memorial Day and May 14 through May 20, 2017, as Police Week. In humble appreciation of our hard-working law enforcement officers, Melania and I will light the White House in blue on May 15. I call upon all Americans to observe Peace Officers Memorial Day and Police Week with appropriate ceremonies and activities. I also call on the Governors of the States and Territories and officials of other areas subject to the jurisdiction of the United States, to direct that the flag be flown at half-staff on Peace Officers Memorial Day. I further encourage all Americans to display the flag at half-staff from their homes and businesses on that day.  In Witness Whereof, I have hereunto set my hand this fifteenth day of May, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9612—Emergency Medical Services Week, 2017",2017-05-19,"During Emergency Medical Services (EMS) Week, we express our gratitude for the hundreds of thousands of skilled personnel who help save lives in communities across the United States each year. Through the hard work and dedication of these career and volunteer first responders, Americans receive the finest emergency medical treatment in their most vulnerable moments. We also honor those EMS providers who have made the ultimate sacrifice and given their lives in the line of duty.  Day or night, in every city, suburb, rural community, or wilderness area, our Nation relies upon EMS providers to respond to every kind of emergency situation to save lives and reduce suffering. In January, when more than 70 tornadoes touched down in Georgia and Mississippi, injuring many, EMS responders were there to help. In March, when wildfires threatened Kansas, Colorado, Oklahoma, and Texas, taking lives and forcing thousands from their homes, our EMS personnel were there providing urgent medical care and patient transportation. Last month, when flooding and tornadoes ravaged Missouri, Arkansas, and Texas, EMS personnel once more came to their neighbors' aid. Whether they are assisting during natural disasters or providing lifesaving care after car accidents, heart attacks, sports injuries, or violent crime, EMS personnel respond to tens of millions of requests for help each year in our country. We rest easier knowing that they stand ready to answer the call.  Over the past 50 years, our Nation's EMS system has evolved with ever-developing medical, transportation, and communications technologies to meet the changing needs of our communities. The EMS Agenda 2050 project—a joint effort by the National Highway Traffic Safety Administration, the Department of Health and Human Services, the Department of Homeland Security, and the EMS community—will help develop a vision for meeting our communities' future emergency medical services needs and improve the health of all Americans. We commend these efforts to develop innovative new treatments, advance and adapt medical skills, establish stronger professional standards, and promote public education and health. This week, we thank our EMS professionals for their sustained commitment to excellence and dedication to service, and share our hopes for a bright future that will make us all safer and healthier.  Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim May 21 through May 27, 2017, as Emergency Medical Services Week. I encourage all Americans to observe this occasion by showing their support for local EMS professionals through appropriate programs, ceremonies, and activities.  In Witness Whereof, I have hereunto set my hand this nineteenth day of May, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9613—National Safe Boating Week, 2017",2017-05-19,"As Memorial Day approaches and our summer season arrives, it is important for Americans of all ages to learn about safety on the water. During National Safe Boating Week, the U.S. Coast Guard and its Federal, State, and local safe boating partners encourage all boaters to explore and enjoy America's beautiful waters responsibly.  Safe boating begins with preparation. The Coast Guard estimates that human error accounts for 70 percent of all boating accidents and that life jackets could prevent more than 80 percent of boating fatalities. Through basic boating safety procedures—carrying lifesaving emergency distress and communications equipment, wearing life jackets, attending safe boating courses, participating in free boat safety checks, and staying sober when navigating—we can help ensure boaters on America's coastal, inland, and offshore waters stay safe throughout the season.  America's diverse waterways are waiting to be explored. But before enjoying a day on the water, Americans should take time this week to familiarize themselves with safe boating practices so that everyone makes it home unharmed.  In recognition of the importance of safe boating practices, the Congress, by joint resolution approved June 4, 1958 (36 U.S.C. 131), as amended, has authorized and requested the President to proclaim annually the 7-day period before Memorial Day weekend as ""National Safe Boating Week.""  Now, Therefore, I, Donald J. Trump, President of the United States of America, do hereby proclaim May 21 through May 27, 2017, as National Safe Boating Week. I encourage all Americans who participate in boating activities to observe this occasion by learning more about safe boating practices and taking advantage of boating safety education opportunities. I also encourage the Governors of the States and Territories, and appropriate officials of all units of government, to join me in encouraging boating safety through events and activities.  In Witness Whereof, I have hereunto set my hand this nineteenth day of May, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9614—World Trade Week, 2017",2017-05-19,"Robust trade is critical to the economic strength of our country. During World Trade Week, we recognize the power of open markets around the world and celebrate the many benefits that fair international commerce can bring to our Nation. We also highlight the importance of expanded trade to our economic growth, and we commit to breaking down trade barriers and opening new markets for American exports.  Open, fair, and competitive markets increase opportunities for American workers and employers and contribute to a higher standard of living. Job creation with increased wages is a top priority of my Administration, and increasing trade—while reducing our trade deficit—is a key component of that mission. We will promote our economic growth by strengthening our manufacturing base and expanding exports in manufacturing, agriculture, and the service industries. We will also challenge unfair trade practices that leave American workers, farmers, and businesses competing in global markets at a disadvantage.  Trade has a large role in the United States economy today, but it can be even greater. Our exports contribute $2.2 trillion, or 12 percent, to our national income, supporting 11.5 million private-sector jobs. Manufacturing exports total $1.265 trillion, behind only China and Germany. The United States leads the world in both agricultural exports, which currently total $139 billion, and services exports, at $750 billion today. The United States, however, has a large and persistent trade deficit in manufacturing, overall as well as with certain trading partners. Through an increased commitment to opening markets, reducing barriers to our goods, and firmly addressing unfair trade practices, we can do far better for American workers and manufacturers.  My Administration will negotiate future trade agreements that ensure that all Americans reap the benefits of global commerce. This includes small businesses, which are the backbone of our economy. While past agreements have not always accounted for the consequential effects of trade on small businesses and the American workforce, future agreements will.  Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim May 21 through May 27, 2017, as World Trade Week. I encourage Americans to observe this week with events, trade shows, and educational programs that celebrate the benefits of trade to our country.  In Witness Whereof, I have hereunto set my hand this nineteenth day of May, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9615—Armed Forces Day, 2017",2017-05-19,"For almost 70 years, our Nation has set aside one day to recognize the great debt we owe to the men and women who serve in the Army, Navy, Air Force, Marine Corps, and Coast Guard. On Armed Forces Day, we salute the bravery of those who defend our Nation's peace and security. Their service defends for Americans the freedom that all people deserve.  This year, we also reflect on the 100th anniversary of our Nation's entry into World War I. More than 4.7 million Americans would ultimately serve in the United States Armed Forces during that terrible conflict. Their sacrifice has not been forgotten. One hundred years later, we face different threats and challenges. But our safety and security, and the defense of our way of life, rest in the same able hands of our Armed Forces.  Because our Armed Forces must constantly adapt to new threats, our Nation is committed to ensuring they have the tools and resources they need as they train, deploy, and fight in defense of our country and defending our values. This is why my budget calls for a $54 billion increase in national defense spending.  Today, we salute our Soldiers, Sailors, Airmen, Marines, and Coast Guardsmen for their dedication as they carry out the extraordinary duty of protecting our country. We also pay tribute to the families who serve alongside them, lending their steadfast love and support.  Now, Therefore, I, Donald J. Trump, President of the United States of America, and Commander in Chief of the Armed Forces of the United States, continuing the tradition of my predecessors in office, do hereby proclaim the third Saturday of each May as Armed Forces Day.  I invite the Governors of the States and Territories and other areas subject to the jurisdiction of the United States to provide for the observance of Armed Forces Day within their jurisdiction each year in an appropriate manner designed to increase public understanding and appreciation of the Armed Forces of the United States. I also invite veterans, civic, and other organizations to join in the observance of Armed Forces Day each year.  Finally, I call upon all Americans to display the flag of the United States at their homes and businesses on Armed Forces Day, and I urge citizens to learn more about military service by attending and participating in the local observances of the day.  Proclamation 9452 of May 20, 2016, is hereby superseded.  In Witness Whereof, I have hereunto set my hand this nineteenth day of May, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9616—National Maritime Day, 2017",2017-05-19,"On National Maritime Day, we recognize the important role the United States Merchant Marine plays in supporting our commerce and national security. We honor the proud history of our merchant mariners and their important contributions in strengthening our economy.  Americans have long looked to the sea as a source of safety and well-being. Bounded by two oceans and the Gulf of Mexico, and crisscrossed by inland waterways, America was destined to be a maritime nation. Our fledgling Republic expanded and became stronger, as our Nation's growing Merchant Marine connected the States and cemented ties among our new allies.  Today, the men and women who crew ships remain essential to our Nation's prosperity and security. Those in the maritime industry, including merchant mariners, promote our economic growth, facilitating the export of more than $475 billion in goods just last year and sustaining our critical defense industrial base. Merchant mariners also actively protect our homeland, serving as our eyes and ears on the seas. They serve with distinction and courage, heading into war zones, and too often sacrificing their own lives for our protection.  The Congress, by a joint resolution approved May 20, 1933, has designated May 22 of each year as ""National Maritime Day,"" to commemorate the first transoceanic voyage by a steamship, in 1819 by the S.S. Savannah. By this resolution, the Congress has authorized and requested the President to issue annually a proclamation calling for its appropriate observance.  Now, Therefore, I, Donald J. Trump, President of the United States of America, do hereby proclaim May 22, 2017, as National Maritime Day. I call upon the people of the United States to mark this observance and to display the flag of the United States at their homes and in their communities. I also request that all ships sailing under the American flag dress ship on that day.  In Witness Whereof, I have hereunto set my hand this nineteenth day of May, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9617—Prayer for Peace, Memorial Day, 2017",2017-05-24,"Memorial Day is our Nation's solemn reminder that freedom is never free. It is a moment of collective reflection on the noble sacrifices of those who gave the last measure of devotion in service of our ideals and in the defense of our Nation. On this ceremonious day, we remember the fallen, we pray for a lasting peace among nations, and we honor these guardians of our inalienable rights.  This year, we commemorate the centennial anniversary of America's entry into World War I. More than 4.7 million Americans served during The Great War, representing more than 25 percent of the American male population between the ages of 18 and 31 at the time. We remember the more than 100,000 Americans who sacrificed their lives during ""The War to End All Wars,"" and who left behind countless family members and loved ones. We pause again to pray for the souls of those heroes who, one century ago, never returned home after helping to restore peace in Europe.  On Memorial Day we honor the final resting places of the more than one million men and women who sacrificed their lives for our Nation, by decorating their graves with the stars and stripes, as generations have done since 1868. We also proudly fly America's beautiful flag at our homes, businesses, and in our community parades to honor their memory. In doing so, we pledge our Nation's allegiance to the great cause of freedom for which they fought and ultimately died.  In honor and recognition of all of our fallen service members, the Congress, by a joint resolution approved May 11, 1950, as amended (36 U.S.C. 116), has requested the President issue a proclamation calling on the people of the United States to observe each Memorial Day as a day of prayer for permanent peace and designating a period on that day when the people of the United States might unite in prayer. The Congress, by Public Law 106-579, has also designated 3:00 p.m. local time on that day as a time for all Americans to observe, in their own way, the National Moment of Remembrance.  Now, Therefore, I, Donald J. Trump, President of the United States of America, do hereby proclaim Memorial Day, May 29, 2017, as a day of prayer for permanent peace, and I designate the hour beginning in each locality at 11:00 a.m. of that day as a time when people might unite in prayer. I urge the press, radio, television, and all other information media to cooperate in this observance.  I further ask all Americans to observe the National Moment of Remembrance beginning at 3:00 p.m. local time on Memorial Day.  I also request the Governors of the United States and its Territories, and the appropriate officials of all units of government, to direct that the flag be flown at half-staff until noon on this Memorial Day on all buildings, grounds, and naval vessels throughout the United States and in all areas under its jurisdiction and control. I also request the people of the United States to display the flag at half-staff from their homes for the customary forenoon period. In Witness Whereof, I have hereunto set my hand this twenty-fourth day of May, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9618—African-American Music Appreciation Month, 2017",2017-05-31,"During June, we pay tribute to the contributions African Americans have made and continue to make to American music. The indelible legacy of these musicians—who have witnessed our Nation's greatest achievements, as well as its greatest injustices—give all Americans a richer, deeper understanding of American culture. Their creativity has shaped every genre of music, including rock and roll, rhythm and blues, jazz, gospel, hip hop, and rap.  In March, rock and roll lost Chuck Berry, one of its founding fathers. Berry's signature style on the guitar, on display in classics like ""Johnny B. Goode,"" ""Roll Over Beethoven,"" ""Maybellene,"" and ""Carol,"" came to define the explosive new sound of rock and roll. As Keith Richards, guitarist for the Rolling Stones said while introducing Berry into the Rock and Roll Hall of Fame: ""This is the gentleman who started it all.""  We also take time this month to recognize the musical influence of two of the greatest jazz musicians of all time, Dizzy Gillespie and Ella Fitzgerald, as this year marks their centennial birthdays. Gillespie, through his legendary trumpet sound and Fitzgerald, through her pure, energetic voice, treated people around the world to spirited and soulful jazz music. Their work has influenced countless musicians, and continues to inspire listeners young and old.  The contributions of Berry, Gillespie, Fitzgerald, and other African-American musicians shine as examples of how music can bring us together. These musicians also remind us of our humanity and of our power to overcome. They expressed the soul of blues, gospel, and rock and roll, which has so often captured the hardships of racism and injustices suffered by African Americans, as well as daily joys and celebrations. Their work highlights the power music has to channel the human experience, and they remain a testament to the resilience of all freedom-loving people. We are grateful for their contribution to the cannon of great American art.  Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim June 2017 as African-American Music Appreciation Month. I call upon public officials, educators, and all the people of the United States to observe this month with appropriate activities and programs that raise awareness and appreciation of African-American Music.  In Witness Whereof, I have hereunto set my hand this thirty-first day of May, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9619—Great Outdoors Month, 2017",2017-05-31,"With June comes the summer sun, longer days, and warmer weather—the perfect opportunity to enjoy the great outdoors. During Great Outdoors Month, we encourage all Americans to experience the beauty and adventure of our Nation's lakes, mountains, and forests, and even of their own backyards.  Each of our States and territories provides endless opportunities to enjoy the great outdoors. Americans can go fishing in Eleven Mile State Park in Colorado, camp on the bluffs of Perrot State Park in Wisconsin, and bike along the Sable River in Ludington State Park in Michigan. These lands and waters are also home to cultural and historic sites that inspire our love of country and serve as important touchstones for who we are as Americans.  Whether your great outdoors means a community park, a state reservoir, a national forest, or a backyard campout, we must cherish our outdoor spaces and work to preserve them for generations. This is why, as President, I am working to bring leaders throughout the country together to improve the management of our vitally important public lands, especially through public-private partnerships to help clear the backlog of deferred maintenance.  I urge all Americans to set aside time during the month of June to visit our great outdoors and experience America's natural and cultural history. This month in particular, we celebrate our Nation's remarkable natural heritage and express our gratitude to those who help preserve our natural habitat for generations of Americans to come.  Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim June 2017 as Great Outdoors Month. I urge all Americans to explore the great outdoors while acting as stewards of our lands and waters.  In Witness Whereof, I have hereunto set my hand this thirty-first day of May, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9620—National Caribbean-American Heritage Month, 2017",2017-05-31,"National Caribbean-American Heritage Month is a celebration of the accomplishments of Caribbean Americans and our long, shared history with the peoples of the Caribbean. We are grateful for the culture Caribbean Americans have shared with our Nation and the many contributions they have made to our society.  Throughout our history, Caribbean Americans have helped create and maintain the strength and independence of our Nation. Alexander Hamilton, who came from poverty in Nevis, was a key contributor to our Constitution and the first Secretary of the Treasury, helping to establish our modern financial system and to create the United States Coast Guard.  Every day, Caribbean Americans help make America more prosperous and secure. Our Nation is particularly grateful to the many Caribbean Americans who have served and are currently serving in our Armed Forces, protecting our Nation, and promoting freedom and peace around the world. Today, more than four million Caribbean Americans live in the United States and continue to contribute to a vibrant culture that enriches our Nation.  Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim June 2017 as National Caribbean-American Heritage Month. I encourage all Americans to join in celebrating the history, culture, and achievements of Caribbean Americans with appropriate ceremonies and activities.  In Witness Whereof, I have hereunto set my hand this thirty-first day of May, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9621—National Homeownership Month, 2017",2017-05-31,"During National Homeownership Month, we recognize the many benefits of homeownership to our families, our communities, and our Nation. For generations of Americans, owning a home has been an essential element in achieving the American Dream. Homeownership is often the foundation of security and prosperity for families and communities and an enduring symbol of American freedom. This month, we recommit to ensuring that hard-working Americans enjoy a fair chance at becoming homeowners.  In the years since the Great Recession, homeownership rates have dipped to historic lows. Many Americans are not confident they will ever own a home, a tragic consequence of a decade of weak economic growth, excessive regulations, and stagnant wages. Many young families are unable to achieve the independence they desire because they have difficulty saving for a down payment, overcoming regulatory burdens, or gaining access to adequate credit. These challenges are even more pronounced for minorities, whose homeownership rates remain substantially below those of their fellow Americans.  I am committed to helping hard-working Americans become homeowners. As part of my Administration's plan to strengthen the middle class and the American housing market, I am working with the Congress on a pro-growth agenda of reducing rules and regulations, cutting taxes, and eliminating unnecessary government spending. These policies will unshackle our economy and create and sustain high-paying jobs so that more Americans have the resources and freedom they deserve to fulfill their American Dream.  Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim June 2017 as National Homeownership Month.  In Witness Whereof, I have hereunto set my hand this thirty-first day of May, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9622—National Ocean Month, 2017",2017-05-31,"National Ocean Month celebrates the mighty oceans and their extraordinary resources. This month, we recognize the importance of harnessing the seas for our national security and prosperity.  Thirty-four years ago, President Ronald Reagan proclaimed the creation of the U.S. Exclusive Economic Zone, making clear America's sovereign right to explore, exploit, conserve, and manage ocean resources extending 200 nautical miles from our shores. This is the world's largest Exclusive Economic Zone, spanning more than 3.4 million square nautical miles—an area larger than the combined landmass of all 50 States. We must recognize the importance of our offshore areas to our security and economic independence, all while protecting the marine environment for present and future generations.  Today, our offshore areas remain underutilized and often unexplored. We have yet to fully leverage new technologies and unleash the forces of economic innovation to more fully develop and explore our ocean economy. In the field of energy, we have just begun to tap the potential of our oceans' oil and gas, wind, wave, and tidal resources to power the Nation. The fisheries resources of the United States are among the most valuable in the world. Growing global demand for seafood presents tremendous opportunities for expansion of our seafood exports, which can reduce our more than $13 billion seafood trade deficit.  Now, Therefore, I, Donald J. Trump, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim June 2017 as National Ocean Month. This month, I call upon Americans to reflect on the value and importance of the oceans not only to our security and economy, but also as a source of recreation, enjoyment, and relaxation.  In Witness Whereof, I have hereunto set my hand this thirty-first day of May, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9623—Flag Day and National Flag Week, 2017",2017-06-14,"On Flag Day, we honor the symbol that reminds us that we are one Nation under God, united in our pursuit of liberty and justice for all. Today, we celebrate and recognize June 14 as the day in 1777 when the Continental Congress formally adopted the Stars and Stripes as the official flag of the Republic.  Our flag is a source of inspiration and strength to all Americans. Wherever Old Glory flies, we remember the six United States Marines raising the flag atop Mount Suribachi during the Battle of Iwo Jima, astronauts Neil Armstrong and Buzz Aldrin planting it on the surface of the moon, and our firefighters elevating it above Ground Zero following the terrorist attacks of September 11. At the White House, at our homes, churches, offices, and schools, in our town squares and military installations at home and abroad, our flag celebrates our independence and highlights our resolve to defend and protect the country and the values that we hold dear.  By honoring our flag, we pay due respect to the patriots and heroes who have laid down their lives in defense of the liberty it represents. As we raise the flag, we stand and salute or place our hands on our hearts, and we recall the fundamental truths upon which this Nation was founded: that we are all created equal and that just government derives its power from the people.  I am blessed to have shared my birthday with the Star Spangled Banner and the U.S. Army for 71 years now. Again, on Flag Day, I am deeply grateful to live under the red, white, and blue, and all for which it stands.  To commemorate the adoption of our flag, in 1949, the Congress requested the President recognize, by proclamation, that June 14 is ""Flag Day"" and requested the American flag be displayed on all Federal Government buildings. The Congress also requested, in 1966, that the President annually issue a proclamation designating the week in which June 14 occurs as ""National Flag Week"" and call upon citizens of the United States to display the flag during that week.  Now, Therefore, I, Donald J. Trump, President of the United States of America, do hereby proclaim June 14, 2017, as Flag Day, and this week as National Flag Week. I direct the appropriate officials to display the flag on all Federal Government buildings during this week, and I urge all Americans to observe Flag Day and National Flag Week by displaying the flag. I also encourage the people of the United States to observe with pride and all due ceremony those days from Flag Day through Independence Day, set aside by the Congress (89 Stat. 211), as a time to honor America, to celebrate our heritage in public gatherings and activities, and to publicly recite the Pledge of Allegiance to the Flag of the United States of America.  In Witness Whereof, I have hereunto set my hand this fourteenth day of June, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9624—Father's Day, 2017",2017-06-16,"Father's Day is a special occasion that reminds us to pause and thank the men in our lives who have taken on the responsibility of raising children. As sons and daughters, we recognize the love they have given and the sacrifices they have made, and we celebrate the indispensable role fathers play in our lives and communities.  Fathers have the ability and responsibility to instill in us core values we carry into adulthood. The examples they set and the lessons they impart about hard work, dedication to family, faith in God, and believing in ourselves establish the moral foundation for success that allows us to live up to our full potential. We remember those fatherly moments big and small—throwing a baseball, writing an essay, driving a car, walking down the aisle—that have shaped us, and we thank our dads for being there with a helping hand and an open heart.  Day in and day out, fathers put their children first, creating loving and supportive environments. Whether by birth, adoption, or foster care, today we honor the incredible fathers in our lives for all they have done and continue to do for us. Fathers inspire us to better ourselves and to be men and women of outstanding character. We recommit ourselves as individuals, families, and communities to promoting and supporting fatherhood, and take this day to express our love and appreciation for fathers across our country.  Now, Therefore, I, Donald J. Trump, President of the United States of America, in accordance with a joint resolution of the Congress approved April 24, 1972, as amended (36 U.S.C. 109), do hereby proclaim June 18, 2017, as Father's Day. I call on United States Government officials to display the flag of the United States on all Government buildings on Father's Day and invite State and local governments and the people of the United States to observe Father's Day with appropriate ceremonies.  In Witness Whereof, I have hereunto set my hand this sixteenth day of June, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
